Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,zscore
780,90,RL,78.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977-01-01,1977-01-01,Gable,CompShg,Plywood,ImStucc,BrkFace,90,3,3,CBlock,4,3,Gd,GLQ,975,Unf,0,0,975,GasA,3,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,3,4,Typ,0,0,Attchd,1977-01-01,Unf,2,504,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,135000,-0.973659462087298
781,20,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995-01-01,1996-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,38,3,3,PConc,4,4,No,Unf,0,Unf,0,1237,1237,GasA,4,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,3,6,Typ,1,3,Attchd,1995-01-01,Fin,2,402,3,3,Y,220,21,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,176000,-0.4996449685678711
782,60,RL,65.0,7153,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992-01-01,1992-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,4,PConc,4,3,No,ALQ,387,Unf,0,374,761,GasA,5,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,1992-01-01,RFn,2,484,3,3,Y,0,124,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,175900,0.1666404640899578
783,20,RL,67.0,16285,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001-01-01,2002-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,No,Unf,0,Unf,0,1413,1413,GasA,5,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2001-01-01,RFn,2,605,3,3,Y,0,33,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,187100,-0.16269490690948335
784,85,RL,69.0,9101,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978-01-01,1978-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,104,3,4,PConc,4,3,Av,GLQ,1097,Unf,0,0,1097,GasA,5,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,4,4,Typ,1,3,Attchd,1978-01-01,Fin,2,602,3,3,Y,303,30,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,165500,-0.7718701596252127
785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914-01-01,2001-01-01,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,3,CBlock,3,3,No,Unf,0,Unf,0,742,742,GasA,5,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,3,9,Typ,1,4,None,,None,0,0,0,0,Y,0,291,134,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,128000,-0.05989658301370403
786,20,RL,69.0,9790,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967-01-01,1967-01-01,Gable,CompShg,BrkFace,Wd Sdng,None,0,3,3,CBlock,3,3,No,Rec,251,LwQ,630,491,1372,GasA,3,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,1967-01-01,Unf,2,457,3,3,Y,0,0,0,0,197,0,0,None,None,0,,2009-01-01,WD,Normal,161500,-0.3302181014063089
787,50,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,PConc,2,3,No,LwQ,686,Unf,0,0,686,GasA,3,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,3,7,Typ,0,0,Detchd,1961-01-01,Unf,1,416,3,3,Y,0,0,196,0,0,0,0,None,Shed,1200,,2010-01-01,WD,Normal,139000,0.25992042466205384
788,60,RL,76.0,10142,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,No,GLQ,656,Unf,0,300,956,GasA,5,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,4,8,Typ,0,0,BuiltIn,2004-01-01,RFn,2,618,3,3,Y,0,45,0,0,0,0,0,None,None,0,,2010-01-01,WD,Normal,233000,1.0823070158282884
789,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954-01-01,2000-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,No,Unf,0,Unf,0,901,901,GasA,5,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1954-01-01,Unf,1,281,2,3,Y,0,0,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,107900,-1.1697377465551733
790,60,RL,69.0,12205,Pave,None,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966-01-01,2007-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,157,3,3,CBlock,3,2,Gd,LwQ,568,Unf,0,264,832,GasA,4,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,4,9,Typ,0,0,Attchd,1966-01-01,Fin,2,444,3,3,Y,133,168,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,187500,1.0880180338224983
791,120,RL,43.0,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,11,4,3,PConc,4,3,No,GLQ,16,Unf,0,1129,1145,GasA,5,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,4,5,Typ,1,4,Attchd,2005-01-01,Fin,2,397,3,3,Y,100,16,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,160200,-0.7052416163594297
792,80,RL,69.0,11333,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976-01-01,1976-01-01,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,PConc,4,3,Av,ALQ,539,Unf,0,490,1029,GasA,3,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,3,5,Typ,2,3,Attchd,1976-01-01,RFn,2,539,3,3,Y,120,0,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,146800,-0.8632464475325721
793,60,RL,92.0,9920,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996-01-01,1997-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,4,3,PConc,4,3,Av,GLQ,862,Unf,0,255,1117,GasA,5,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,1997-01-01,Unf,2,455,3,3,Y,180,130,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,269790,0.9471462566319859
794,20,RL,76.0,9158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007-01-01,2007-01-01,Gable,CompShg,CemntBd,CmentBd,Stone,140,4,3,PConc,4,3,Av,Unf,0,Unf,0,1496,1496,GasA,5,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2007-01-01,Fin,2,474,3,3,Y,168,130,0,0,0,0,0,None,None,0,,2007-01-01,New,Partial,225000,-0.03705251103686418
795,60,RL,69.0,10832,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994-01-01,1996-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,4,3,PConc,4,3,No,Unf,0,Unf,0,712,712,GasA,5,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1994-01-01,Fin,2,409,3,3,Y,143,46,0,0,0,0,0,None,Shed,500,,2008-01-01,WD,Normal,194500,0.7225128821930608
796,60,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980-01-01,1981-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,3,3,CBlock,4,3,No,Unf,0,Unf,0,650,650,GasA,3,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1980-01-01,Unf,2,476,3,3,Y,0,50,0,0,204,0,0,MnPrv,None,0,,2010-01-01,WD,Normal,171000,0.0923972301652283
797,20,RL,71.0,8197,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977-01-01,1977-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,148,3,3,CBlock,3,3,No,Unf,0,Unf,0,660,660,GasA,5,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,3,7,Typ,1,3,Attchd,1977-01-01,RFn,2,528,3,3,Y,138,0,0,0,0,0,0,MnPrv,None,0,,2007-01-01,WD,Normal,143500,-0.4387274432962982
798,20,RL,57.0,7677,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953-01-01,1953-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,No,BLQ,570,Unf,0,203,773,GasA,4,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,3,4,Typ,0,0,Attchd,1953-01-01,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2008-01-01,WD,Abnorml,110000,-1.413407847641465
800,50,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937-01-01,1950-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252,3,3,BrkTil,4,3,No,ALQ,569,Unf,0,162,731,GasA,5,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,4,7,Typ,2,3,Detchd,1939-01-01,Unf,1,240,3,3,Y,0,0,264,0,0,0,0,MnPrv,None,0,,2007-01-01,WD,Normal,175000,0.4807464537715057
801,60,RL,79.0,12798,Pave,None,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997-01-01,1997-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,Gd,GLQ,462,Unf,0,154,616,GasA,4,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,4,8,Typ,0,0,Attchd,1997-01-01,RFn,2,603,3,3,Y,403,114,185,0,0,0,0,None,Shed,400,,2008-01-01,WD,Normal,200000,0.3284526405925734
802,30,RM,40.0,4800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916-01-01,1990-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,No,LwQ,197,Unf,0,999,1196,GasA,5,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1957-01-01,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,None,None,0,,2007-01-01,WD,Normal,109900,-0.6081543104578604
803,60,RL,63.0,8199,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005-01-01,2005-01-01,Gable,CompShg,WdShing,Wd Shng,None,0,4,3,PConc,4,3,Av,GLQ,648,Unf,0,80,728,GasA,5,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,4,7,Typ,1,4,Attchd,2005-01-01,Fin,2,410,3,3,Y,36,18,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,189000,-0.11319941762633035
804,60,RL,107.0,13891,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008-01-01,2009-01-01,Hip,CompShg,VinylSd,VinylSd,Stone,424,5,3,PConc,5,3,Gd,Unf,0,Unf,0,1734,1734,GasA,5,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,5,12,Typ,1,4,BuiltIn,2009-01-01,RFn,3,1020,3,3,Y,52,170,0,0,192,0,0,None,None,0,,2009-01-01,New,Partial,582933,2.487217442403939
805,20,RL,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954-01-01,1954-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,No,LwQ,812,Unf,0,124,936,GasA,3,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,3,5,Min1,0,0,Attchd,1954-01-01,Unf,1,286,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,,2006-01-01,WD,Family,118000,-0.7376040516599529
806,20,RL,91.0,12274,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008-01-01,2008-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,256,4,3,PConc,4,3,No,Unf,0,Unf,0,1417,1417,GasA,5,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,5,6,Typ,0,0,Attchd,2008-01-01,RFn,2,554,3,3,Y,0,60,0,0,0,0,0,None,None,0,,2008-01-01,New,Partial,227680,-0.16650225223895665
807,80,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967-01-01,1967-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,3,3,Av,ALQ,400,Rec,480,100,980,GasA,4,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,1967-01-01,Fin,1,384,3,3,Y,68,0,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,135500,-1.0193476060409776
808,70,RL,144.0,21384,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923-01-01,2004-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,Gd,GLQ,1309,Unf,0,15,1324,GasA,5,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,4,6,Typ,1,3,Attchd,1923-01-01,RFn,2,528,3,3,Y,0,312,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,223500,0.11524130214206814
809,80,RL,85.0,13400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966-01-01,1966-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047,3,3,CBlock,3,3,Av,ALQ,516,BLQ,128,380,1024,GasA,3,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,1,4,Attchd,1966-01-01,RFn,2,484,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,,2006-01-01,WD,Normal,159950,-0.8175583035788924
810,75,RM,90.0,8100,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898-01-01,1965-01-01,Hip,CompShg,AsbShng,AsbShng,None,0,3,3,PConc,3,3,No,Unf,0,Unf,0,849,849,GasA,3,N,FuseA,1075,1063,0,2138,0,0,2,0,2,3,3,11,Typ,0,0,Detchd,1910-01-01,Unf,2,360,2,1,N,40,156,0,0,0,0,0,MnPrv,None,0,,2009-01-01,WD,Normal,106000,1.1851053397240678
811,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974-01-01,1999-01-01,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,3,3,CBlock,3,3,No,ALQ,663,LwQ,377,0,1040,GasA,2,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,4,5,Typ,1,2,Attchd,1974-01-01,RFn,2,484,3,3,Y,265,0,0,0,0,648,2,GdPrv,None,0,,2006-01-01,WD,Normal,181000,-0.3930392993426185
812,120,RM,69.0,4438,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,4,3,PConc,4,3,Gd,GLQ,662,Unf,0,186,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,4,Typ,1,4,Attchd,2004-01-01,Fin,2,420,3,3,Y,140,0,0,0,0,0,0,None,None,0,,2008-01-01,ConLD,Normal,144500,-1.270632397786216
813,20,C (all),66.0,8712,Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952-01-01,1952-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,2,3,CBlock,3,3,Av,Unf,0,Unf,0,540,540,GasA,3,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,2,4,Typ,0,0,Basment,1952-01-01,Unf,2,504,3,3,N,0,0,0,0,0,0,0,None,Shed,54,,2010-01-01,WD,Alloca,55993,-0.8975125554978318
814,20,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958-01-01,1958-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,3,3,CBlock,3,3,No,Rec,608,Unf,0,834,1442,GasA,4,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,3,7,Typ,0,0,Attchd,1958-01-01,RFn,1,301,3,3,Y,0,0,275,0,0,0,0,None,Shed,500,,2007-01-01,COD,Normal,157900,-0.1398508349326435
815,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918-01-01,1950-01-01,Gable,CompShg,Stucco,Stucco,None,0,3,3,BrkTil,3,3,No,Unf,0,Unf,0,686,686,GasW,4,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,2,7,Typ,0,0,Detchd,1955-01-01,Unf,1,280,3,3,P,207,0,96,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,116000,-0.505355986562081
816,20,RL,48.0,12137,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998-01-01,1998-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,3,3,PConc,4,3,No,Unf,0,Unf,0,1649,1649,GasA,5,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,1998-01-01,RFn,2,598,3,3,Y,0,34,0,0,0,0,0,None,None,0,,2010-01-01,WD,Normal,224900,0.2770534786446837
817,20,RL,69.0,11425,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954-01-01,1954-01-01,Gable,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,No,BLQ,486,Unf,0,522,1008,GasA,4,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,3,4,Typ,1,4,Attchd,1954-01-01,RFn,1,275,3,3,Y,0,0,120,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,137000,-0.9660447714283513
818,20,RL,69.0,13265,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002-01-01,2002-01-01,Hip,CompShg,CemntBd,CmentBd,BrkFace,148,4,3,PConc,4,3,No,GLQ,1218,Unf,0,350,1568,GasA,5,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,4,7,Typ,2,4,Attchd,2002-01-01,RFn,3,857,3,3,Y,150,59,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,271000,0.3303563132573101
819,80,RL,80.0,8816,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971-01-01,1971-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,80,3,3,CBlock,3,3,Av,GLQ,504,Unf,0,506,1010,GasA,4,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1971-01-01,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,,2010-01-01,WD,Normal,155000,-0.8822831741799386
820,120,RL,44.0,6371,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009-01-01,2010-01-01,Gable,CompShg,VinylSd,VinylSd,Stone,128,4,3,PConc,4,3,Mn,GLQ,733,Unf,0,625,1358,GasA,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2010-01-01,RFn,2,484,3,3,Y,192,35,0,0,0,0,0,None,None,0,,2010-01-01,New,Partial,224000,-0.29975933877052247
821,60,RL,72.0,7226,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003-01-01,2003-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,No,Unf,0,Unf,0,798,798,GasA,5,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,2003-01-01,RFn,2,595,3,3,Y,0,45,0,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,183000,0.23707635268521401
822,20,RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953-01-01,1953-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,2,3,CBlock,2,3,No,Unf,0,Unf,0,936,936,GasA,3,N,SBrkr,936,0,0,936,0,0,1,0,2,1,3,4,Min2,0,0,Detchd,1974-01-01,Unf,2,576,3,3,Y,0,32,112,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,93000,-1.1031092032893905
823,60,RL,69.0,12394,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003-01-01,2003-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,Gd,Unf,0,Unf,0,847,847,GasA,5,Y,SBrkr,847,886,0,1733,0,0,2,1,3,1,4,7,Typ,1,4,BuiltIn,2003-01-01,Fin,2,433,3,3,Y,100,48,0,0,0,0,0,None,None,0,,2007-01-01,WD,Family,225000,0.41411791050572283
824,50,RL,60.0,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940-01-01,1950-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,BrkTil,3,3,No,Unf,0,Unf,0,778,778,GasA,3,Y,SBrkr,944,545,0,1489,0,0,2,0,3,1,3,7,Typ,1,4,Detchd,1940-01-01,Unf,1,240,3,3,Y,335,0,0,0,0,0,0,GdWo,None,0,,2009-01-01,WD,Normal,139500,-0.05037821969002076
825,20,FV,81.0,11216,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,4,No,Unf,0,Unf,0,1489,1489,GasA,5,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,2006-01-01,RFn,2,776,3,3,Y,0,140,0,0,0,0,0,None,None,0,,2006-01-01,New,Partial,232600,-0.05037821969002076
826,20,RL,114.0,14803,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007-01-01,2008-01-01,Hip,CompShg,CemntBd,CmentBd,BrkFace,816,5,3,PConc,5,3,Av,GLQ,1636,Unf,0,442,2078,GasA,5,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,1,5,7,Typ,1,4,Attchd,2007-01-01,Fin,3,1220,3,3,Y,188,45,0,0,0,0,0,None,None,0,,2008-01-01,New,Partial,385000,1.0823070158282884
827,45,RM,50.0,6130,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,No,ALQ,784,Unf,0,0,784,GasA,4,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,4,5,Typ,0,0,None,,None,0,0,0,0,Y,0,0,116,0,0,0,0,None,None,0,,2008-01-01,WD,Normal,109500,-1.392467448329362
828,20,RL,65.0,8529,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001-01-01,2001-01-01,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,No,GLQ,20,Unf,0,1434,1454,GasA,5,Y,SBrkr,1434,0,0,1434,0,0,2,0,3,1,4,6,Typ,1,3,Attchd,2001-01-01,RFn,2,527,3,3,Y,290,39,0,0,0,0,0,None,None,0,,2009-01-01,WD,Normal,189000,-0.15508021625053672
829,60,RL,69.0,28698,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967-01-01,1967-01-01,Flat,Tar&Grv,Plywood,Plywood,None,0,3,3,PConc,3,4,Gd,LwQ,249,ALQ,764,0,1013,GasA,3,Y,SBrkr,1160,966,0,2126,0,1,2,1,3,1,3,7,Min2,0,0,Attchd,1967-01-01,Fin,2,538,3,3,Y,486,0,0,0,225,0,0,None,None,0,,2009-01-01,WD,Abnorml,185000,1.162261267747228
830,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005-01-01,2005-01-01,Gable,CompShg,MetalSd,MetalSd,None,0,4,3,PConc,4,3,No,Unf,0,Unf,0,600,600,GasA,5,Y,SBrkr,520,623,80,1223,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2005-01-01,RFn,2,480,3,3,Y,0,166,0,0,0,0,0,None,None,0,,2006-01-01,WD,Normal,147400,-0.5567551485099708
