Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log
745,120,RL,41.0,5395,IR1,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1993-01-01,1993-01-01,Gable,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,Gd,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993-01-01,RFn,2,462,TA,TA,Y,96,0,70,168,0,0,0,10,2008-01-01,WD,Normal,180000,12.100712129872347
747,60,RL,65.0,8795,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2000-01-01,2000-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,Ex,Y,SBrkr,980,1276,0,2256,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000-01-01,Fin,2,554,TA,TA,Y,224,54,0,0,0,0,0,4,2009-01-01,WD,Normal,236000,12.371587084007746
748,70,RM,65.0,11700,IR1,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,7,1880-01-01,2003-01-01,Mansard,Stucco,Stucco,BrkFace,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,TA,N,SBrkr,1320,1320,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950-01-01,Unf,4,864,TA,TA,N,181,0,386,0,0,0,0,5,2009-01-01,WD,Normal,265979,12.491172637278908
749,20,RL,59.0,10593,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,7,5,1996-01-01,1996-01-01,Hip,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,Ex,Y,SBrkr,1720,0,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996-01-01,Fin,2,527,TA,TA,Y,240,56,154,0,0,0,0,3,2010-01-01,WD,Normal,260400,12.46997418931655
750,50,RL,50.0,8405,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,3,1945-01-01,1950-01-01,Gable,WdShing,Wd Shng,BrkFace,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,TA,N,FuseF,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,0,Gd,Detchd,1945-01-01,Unf,1,240,TA,TA,N,92,0,185,0,0,0,0,4,2009-01-01,WD,Normal,98000,11.49272275765271
751,50,RM,55.0,8800,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,4,7,1910-01-01,2004-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,Gd,Y,SBrkr,792,348,0,1140,0,0,1,0,3,1,TA,7,Min2,0,Gd,None,1801-01-01,None,0,0,None,None,N,0,160,0,0,0,0,0,6,2010-01-01,WD,Normal,96500,11.477298287327077
752,60,RL,65.0,7750,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,7,5,2003-01-01,2003-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,Ex,Y,SBrkr,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,Gd,Attchd,2003-01-01,Fin,2,400,TA,TA,Y,0,48,0,0,0,0,0,8,2007-01-01,WD,Normal,162000,11.99535161421452
753,20,RL,79.0,9236,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,6,5,1997-01-01,1997-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,1997-01-01,RFn,2,576,TA,TA,Y,168,27,0,0,0,0,0,7,2006-01-01,WD,Normal,217000,12.287652632522597
754,60,RL,80.0,10240,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2005-01-01,2005-01-01,Gable,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,Gd,Y,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005-01-01,RFn,3,878,TA,TA,Y,192,52,0,0,0,0,0,3,2006-01-01,WD,Normal,275500,12.526342907575106
755,20,RL,61.0,7930,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,8,1969-01-01,2005-01-01,Gable,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,Gd,Detchd,1969-01-01,RFn,2,440,TA,TA,Y,171,48,0,0,0,0,0,7,2009-01-01,WD,Normal,156000,11.957611286231675
756,160,FV,34.0,3230,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999-01-01,1999-01-01,Gable,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,Gd,Detchd,1999-01-01,Unf,2,440,TA,TA,Y,0,24,0,0,0,0,0,3,2009-01-01,WD,Normal,172500,12.058152515453552
757,60,RL,68.0,10769,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2007-01-01,2007-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,2007-01-01,RFn,2,578,TA,TA,Y,144,105,0,0,0,0,0,4,2009-01-01,WD,Normal,212000,12.26434155365415
758,60,RL,71.0,11616,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,2Story,6,5,1978-01-01,1978-01-01,Hip,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,TA,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978-01-01,Fin,2,440,TA,TA,Y,335,0,0,0,0,0,0,4,2010-01-01,WD,Abnorml,158900,11.976030352524807
759,160,FV,24.0,2280,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,5,1999-01-01,1999-01-01,Gable,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,Gd,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,Gd,Detchd,1999-01-01,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,0,8,2008-01-01,WD,Normal,179400,12.097373228606832
760,60,RL,65.0,12257,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1995-01-01,1995-01-01,Gable,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,Ex,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995-01-01,RFn,3,752,TA,TA,Y,222,98,0,0,0,0,0,11,2007-01-01,WD,Normal,290000,12.577636201962656
761,20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1959-01-01,1959-01-01,Hip,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,2008-01-01,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,0,450,10,2009-01-01,WD,Normal,127500,11.755871643580617
762,30,RM,60.0,6911,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,1Fam,1Story,5,5,1924-01-01,1950-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,Gd,Detchd,1965-01-01,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,0,10,2009-01-01,WD,Normal,100000,11.512925464970229
763,60,FV,72.0,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2009-01-01,2009-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,2009-01-01,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,0,6,2010-01-01,Con,Normal,215200,12.279323107269766
764,60,RL,82.0,9430,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1999-01-01,1999-01-01,Gable,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999-01-01,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,0,7,2009-01-01,WD,Normal,337000,12.727838209334498
765,120,RL,30.0,9549,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,1995-01-01,1996-01-01,Hip,BrkFace,BrkFace,BrkFace,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995-01-01,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,0,4,2006-01-01,WD,Normal,270000,12.506177237980511
766,20,RL,75.0,14587,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,9,5,2008-01-01,2008-01-01,Gable,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008-01-01,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,0,8,2008-01-01,New,Partial,264132,12.484204257170104
767,60,RL,80.0,10421,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,5,1988-01-01,1988-01-01,Gable,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988-01-01,Unf,2,496,TA,TA,Y,228,66,156,0,0,0,500,3,2010-01-01,WD,Normal,196500,12.188417710291453
768,50,RL,75.0,12508,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1.5Fin,6,7,1940-01-01,1985-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,Gd,Attchd,1989-01-01,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,1300,7,2008-01-01,WD,Normal,160000,11.982929094215963
769,20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004-01-01,2005-01-01,Hip,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004-01-01,Fin,2,484,TA,TA,Y,120,33,0,0,0,0,0,10,2006-01-01,WD,Normal,216837,12.28690119819279
771,85,RL,71.0,7252,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,5,5,1982-01-01,1982-01-01,Hip,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1983-01-01,Unf,2,576,TA,TA,Y,120,0,0,0,0,0,0,4,2009-01-01,WD,Normal,134900,11.812289042195847
772,20,RL,67.0,8877,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1951-01-01,1951-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,TA,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,Gd,Detchd,1951-01-01,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,0,4,2006-01-01,COD,Normal,102000,11.532728092266408
773,80,RL,94.0,7819,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,6,5,1976-01-01,1976-01-01,Gable,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976-01-01,Unf,2,672,TA,TA,Y,144,0,0,0,0,0,0,3,2010-01-01,WD,Abnorml,107000,11.580584113444043
774,20,RL,70.0,10150,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,5,5,1958-01-01,1958-01-01,Gable,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,Ex,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1958-01-01,RFn,1,275,TA,TA,Y,0,0,0,0,0,0,0,7,2007-01-01,COD,Normal,114500,11.648330101976432
775,20,RL,110.0,14226,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006-01-01,2006-01-01,Hip,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006-01-01,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,0,7,2007-01-01,New,Partial,395000,12.886641043883259
776,120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998-01-01,1998-01-01,Hip,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,Gd,Attchd,1998-01-01,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,0,6,2009-01-01,WD,Normal,162000,11.99535161421452
777,20,RL,86.0,11210,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005-01-01,2006-01-01,Gable,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2005-01-01,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,0,7,2006-01-01,New,Partial,221500,12.308177868467327
778,20,RL,100.0,13350,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1974-01-01,1974-01-01,Hip,HdBoard,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974-01-01,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,0,6,2006-01-01,WD,Normal,142500,11.867097278690842
779,90,RH,60.0,8400,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,1Story,5,5,1977-01-01,1977-01-01,Gable,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977-01-01,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,0,10,2007-01-01,WD,Normal,144000,11.877568578558138
780,90,RL,78.0,10530,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,6,5,1977-01-01,1977-01-01,Gable,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1977-01-01,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,0,5,2006-01-01,WD,Normal,135000,11.813030057420567
781,20,RL,63.0,7875,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,1995-01-01,1996-01-01,Gable,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995-01-01,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,0,6,2007-01-01,WD,Normal,176000,12.078239274020289
782,60,RL,65.0,7153,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1992-01-01,1992-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,1992-01-01,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,0,7,2006-01-01,WD,Normal,175900,12.077670930725649
783,20,RL,67.0,16285,IR2,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2001-01-01,2002-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2001-01-01,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,0,6,2009-01-01,WD,Normal,187100,12.139398512262181
784,85,RL,73.0,9101,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,5,6,1978-01-01,1978-01-01,Gable,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978-01-01,Fin,2,602,TA,TA,Y,303,30,0,0,0,0,0,7,2009-01-01,WD,Normal,165500,12.016726473799254
785,75,RM,35.0,6300,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,6,6,1914-01-01,2001-01-01,Gable,Wd Sdng,Wd Shng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,Ex,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,None,1801-01-01,None,0,0,None,None,Y,0,291,134,0,0,0,0,6,2008-01-01,WD,Normal,128000,11.759785542901755
786,20,RL,80.0,9790,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,6,5,1967-01-01,1967-01-01,Gable,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967-01-01,Unf,2,457,TA,TA,Y,0,0,0,0,197,0,0,9,2009-01-01,WD,Normal,161500,11.992260421644849
787,50,RM,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,5,6,1915-01-01,1950-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,TA,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,Gd,Detchd,1961-01-01,Unf,1,416,TA,TA,Y,0,0,196,0,0,0,1200,6,2010-01-01,WD,Normal,139000,11.842229212112828
788,60,RL,76.0,10142,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,2004-01-01,2004-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,Gd,BuiltIn,2004-01-01,RFn,2,618,TA,TA,Y,0,45,0,0,0,0,0,1,2010-01-01,WD,Normal,233000,12.358793732547838
789,20,RM,50.0,6000,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,4,7,1954-01-01,2000-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1954-01-01,Unf,1,281,Fa,TA,Y,0,0,0,0,0,0,0,8,2008-01-01,WD,Normal,107900,11.588960151246226
790,60,RL,80.0,12205,IR1,Low,Inside,Gtl,ClearCr,Norm,1Fam,2Story,6,8,1966-01-01,2007-01-01,Gable,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,Gd,Attchd,1966-01-01,Fin,2,444,TA,TA,Y,133,168,0,0,0,0,0,7,2007-01-01,WD,Normal,187500,12.141534124392603
791,120,RL,43.0,3182,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005-01-01,2006-01-01,Gable,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005-01-01,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,0,9,2009-01-01,WD,Normal,160200,11.984178313616395
792,80,RL,73.0,11333,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SLvl,6,5,1976-01-01,1976-01-01,Gable,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976-01-01,RFn,2,539,TA,TA,Y,120,0,0,0,0,0,0,5,2007-01-01,WD,Normal,146800,11.896826395162552
793,60,RL,92.0,9920,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1996-01-01,1997-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997-01-01,Unf,2,455,TA,TA,Y,180,130,0,0,0,0,0,6,2007-01-01,WD,Normal,269790,12.50539915757667
794,20,RL,76.0,9158,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2007-01-01,2007-01-01,Gable,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,Ex,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2007-01-01,Fin,2,474,TA,TA,Y,168,130,0,0,0,0,0,6,2007-01-01,New,Partial,225000,12.323855681186558
795,60,RL,65.0,10832,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1994-01-01,1996-01-01,Gable,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,Ex,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994-01-01,Fin,2,409,TA,TA,Y,143,46,0,0,0,0,500,10,2008-01-01,WD,Normal,194500,12.178187442040638
796,60,RL,70.0,8400,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,6,1980-01-01,1981-01-01,Gable,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980-01-01,Unf,2,476,TA,TA,Y,0,50,0,0,204,0,0,4,2010-01-01,WD,Normal,171000,12.049418835484797
797,20,RL,71.0,8197,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,6,5,1977-01-01,1977-01-01,Gable,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977-01-01,RFn,2,528,TA,TA,Y,138,0,0,0,0,0,0,4,2007-01-01,WD,Normal,143500,11.874090314181814
798,20,RL,57.0,7677,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1953-01-01,1953-01-01,Gable,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,Gd,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1953-01-01,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,4,2008-01-01,WD,Abnorml,110000,11.608235644774552
799,60,RL,104.0,13518,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2008-01-01,2009-01-01,Hip,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,Ex,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009-01-01,Fin,3,820,TA,TA,Y,144,78,0,0,0,0,0,7,2009-01-01,New,Partial,485000,13.091904169919621
