Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log,MSSubClass_target_enc,MSZoning_target_enc,Neighborhood_target_enc,Condition1_target_enc,Condition2_target_enc,BldgType_target_enc,HouseStyle_target_enc,RoofStyle_target_enc,Exterior1st_target_enc,Exterior2nd_target_enc,Foundation_target_enc,SaleType_target_enc,SaleCondition_target_enc,Street_target_enc,LotConfig_target_enc,LandSlope_target_enc,Functional_target_enc,MasVnrType_target_enc,GarageType_target_enc,CentralAir_N,CentralAir_Y,PavedDrive_N,PavedDrive_P,PavedDrive_Y,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Utilities_AllPub,Utilities_NoSeWa,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall
933,20,RL,84.0,11670,Pave,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006-01-01,2006-01-01,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,5,3,PConc,5,4,,0,,0,1905,1905,5,1905,0,0,1905,0,0,2,0,3,1,5,8,Typ,1,4,Attchd,2006-01-01,Fin,3,788,3,3,0,191,0,0,0,0,0,3,2007-01-01,WD,Normal,320000,12.676076274775909,183483.42335687473,187587.31645068835,221796.84719755696,187774.56747709657,177743.40189196885,182050.89910022676,173908.22081527795,209605.01257335037,209471.6590215569,184074.71165139772,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,171701.92048220665,176558.21861350903,179913.82264883327,258238.6398059305,199231.7335432684,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
934,20,RL,63.0,8487,Pave,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004-01-01,2004-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,,20,,0,1480,1500,5,1500,0,0,1500,0,0,2,0,3,1,4,6,Typ,0,4,Attchd,2004-01-01,RFn,2,570,3,3,192,36,0,0,0,0,0,8,2009-01-01,WD,Normal,190000,12.154779351142624,183483.42335687473,187587.31645068835,198674.86569089824,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,170119.89785772323,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,179942.67210044138,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
936,30,RL,52.0,5825,Pave,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926-01-01,1953-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,3,4,PConc,2,3,,0,,0,600,600,4,747,0,0,747,0,0,1,0,1,1,3,5,Typ,0,4,Detchd,1953-01-01,Unf,2,528,3,3,0,0,32,0,0,0,0,6,2006-01-01,WD,Normal,79900,11.288531131754366,104592.70225510924,187497.16578693656,130909.62326156678,181854.0157285595,178286.82894767178,182422.8985545343,173896.57234662716,168960.11396163498,146765.00308466723,147461.2604667647,221947.83308264182,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,133844.6523712076,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
937,20,RL,67.0,10083,Pave,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003-01-01,2003-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,,833,,0,343,1176,5,1200,0,0,1200,1,0,2,0,2,1,4,5,Typ,0,4,Attchd,2003-01-01,RFn,2,555,3,3,0,41,0,0,0,0,0,8,2009-01-01,WD,Normal,184900,12.127570417375216,182388.8759624519,188357.71550418506,182892.88856768922,182263.7779857168,179405.30470883314,183417.4467719586,175003.29920658065,171099.37434907316,212305.49422492197,212930.83103073566,222006.88135099763,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,199343.5230126496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
938,60,RL,75.0,9675,Pave,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005-01-01,2005-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,,341,,0,772,1113,5,1113,858,0,1971,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2005-01-01,RFn,2,689,3,3,0,48,0,0,0,0,0,2,2009-01-01,WD,Normal,253000,12.441144767709657,225520.83420091082,185758.4611984648,221201.7034756054,179333.25920551605,176587.7967580308,179610.0422730102,199845.74518258244,167806.2815054121,210095.86972105512,211269.90813424034,218004.40229801767,169431.7229251908,171222.55659600082,176152.44902358553,172933.09738792837,175363.73826391206,178533.24392839923,169322.47974861524,198054.58963262377,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
939,60,RL,73.0,8760,Pave,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006-01-01,2006-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,4,,464,,0,927,1391,5,1391,571,0,1962,0,0,2,1,3,1,4,7,Typ,0,4,Attchd,2006-01-01,RFn,3,868,3,3,0,90,0,0,0,0,0,8,2006-01-01,New,Partial,239799,12.38755635142507,231856.49381278295,187587.31645068835,198674.86569089824,180900.2161334178,177743.40189196885,182050.89910022676,203277.04698811582,170119.89785772323,209471.6590215569,210333.5613495419,219254.5623316537,264628.6962867708,261621.11539816772,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
940,70,RL,80.0,24090,Pave,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,4,CBlock,3,3,,0,,0,1032,1032,5,1207,1196,0,2403,0,0,2,0,4,1,3,10,Typ,2,3,Attchd,1940-01-01,Unf,1,349,3,3,56,0,318,0,0,0,0,6,2010-01-01,COD,Normal,244400,12.406561506279576,168951.86815952597,187497.16578693656,198805.1415926709,181854.0157285595,178286.82894767178,182422.8985545343,206298.35982034856,168960.11396163498,146765.00308466723,147461.2604667647,147213.0388465542,148547.4134954193,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
941,90,RL,55.0,12640,Pave,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976-01-01,1976-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,3,3,CBlock,3,3,,936,,396,396,1728,3,1728,0,0,1728,0,0,2,0,4,2,3,8,Typ,0,4,Attchd,1976-01-01,Unf,2,574,3,3,40,0,0,0,0,0,0,7,2006-01-01,WD,Normal,150900,11.924372644755941,135338.94278643656,188117.14266198743,157422.20332897076,182390.85289187043,178583.60913411377,135338.94278643656,174792.93454186135,170831.95883496347,171906.63300984065,162518.07237132857,147693.47573999345,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,200966.59844319642,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
942,60,RL,65.0,8755,Pave,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999-01-01,1999-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,3,PConc,4,3,,772,,0,220,992,5,1022,1038,0,2060,1,0,2,1,3,1,4,8,Typ,1,3,BuiltIn,1999-01-01,RFn,2,390,3,3,0,0,0,168,0,0,0,6,2009-01-01,WD,Normal,214000,12.273731294003989,225520.83420091082,185758.4611984648,191220.64984801153,180774.56747709657,176587.7967580308,179610.0422730102,199845.74518258244,167806.2815054121,210095.86972105512,211269.90813424034,218004.40229801767,169431.7229251908,171222.55659600082,176152.44902358553,179924.77736359928,175363.73826391206,178533.24392839923,169322.47974861524,235121.70061256574,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
943,90,RL,42.0,7711,Pave,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1977-01-01,1977-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,PConc,4,3,,1440,,0,0,1440,3,1440,0,0,1440,2,0,2,0,4,2,3,8,Typ,0,4,None,1801-01-01,None,0,0,0,0,321,0,0,0,0,0,0,8,2007-01-01,Oth,Abnorml,150000,11.918390573078392,137477.1086238583,187497.16578693656,129804.7878139859,181854.0157285595,178286.82894767178,137477.1086238583,173896.57234662716,168960.11396163498,146765.00308466723,147461.2604667647,221947.83308264182,167374.42330279542,146460.9943187256,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,109846.21701219064,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
944,90,RL,100.0,25000,Pave,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967-01-01,1967-01-01,Gable,CompShg,HdBoard,Plywood,BrkFace,0.0,3,3,CBlock,3,3,,0,,0,1632,1632,3,1632,0,0,1632,0,0,2,0,4,2,3,8,Typ,0,4,Attchd,1967-01-01,Unf,2,576,3,3,0,0,0,0,0,0,0,6,2007-01-01,WD,Normal,143000,11.870599909242044,138138.85317765392,185758.4611984648,158287.10317765392,179333.25920551605,176587.7967580308,138138.85317765392,173714.85834474783,167806.2815054121,159563.33263635586,167946.97897279292,149050.0543191652,169431.7229251908,171222.55659600082,176152.44902358553,172933.09738792837,175363.73826391206,178533.24392839923,169322.47974861524,198054.58963262377,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
945,20,RL,85.0,14375,Pave,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,6,1958-01-01,1958-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,3,3,CBlock,3,3,,111,,354,354,819,4,1344,0,0,1344,0,1,1,0,3,1,4,7,Typ,1,4,Basment,1958-01-01,RFn,2,525,3,3,0,118,0,0,233,0,0,1,2009-01-01,COD,Abnorml,137500,11.831379196088763,182466.04765618738,187497.16578693656,231033.80999461096,181854.0157285595,178286.82894767178,182422.8985545343,167672.0101852221,168960.11396163498,155951.16320340757,159813.83556776508,147213.0388465542,148547.4134954193,146460.9943187256,177930.18077380542,205701.67386422365,177502.68903864766,180645.18653429346,169442.10236645662,165726.97699083862,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
946,50,RM,98.0,8820,Pave,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890-01-01,1996-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,BrkTil,3,3,,1088,,0,0,1088,3,1188,561,120,1869,0,0,1,0,2,1,3,7,Typ,0,4,Detchd,1963-01-01,Unf,2,456,3,3,48,0,244,0,0,0,0,9,2009-01-01,WD,Normal,124900,11.73526869611367,143130.0908604894,123643.23165609583,121639.14413582497,181854.0157285595,178286.82894767178,182422.8985545343,141807.12431853416,211599.54346241028,215087.49394043538,215639.7293194377,129001.85433466171,168800.81863802517,170744.766171846,177930.18077380542,179588.35526481533,177502.68903864766,180645.18653429346,169442.10236645662,133844.6523712076,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
947,80,RL,70.0,8163,Pave,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959-01-01,1959-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,4,CBlock,3,3,,748,,294,102,1144,3,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1959-01-01,RFn,1,796,3,3,86,0,0,0,0,0,0,3,2006-01-01,WD,Normal,143000,11.870599909242044,172045.5950908825,187587.31645068835,147869.98077675982,180900.2161334178,177743.40189196885,182050.89910022676,170446.83689339264,170119.89785772323,160793.98033986802,164293.53987693152,149705.90633027573,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
948,20,RL,85.0,14536,Pave,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002-01-01,2003-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4,3,,1300,,0,316,1616,5,1629,0,0,1629,1,0,2,0,3,1,4,9,Typ,1,4,Attchd,2002-01-01,Fin,3,808,3,3,0,252,0,0,0,0,0,11,2007-01-01,WD,Normal,270000,12.506177237980511,183483.42335687473,187587.31645068835,218238.27547796041,180900.2161334178,177743.40189196885,182050.89910022676,173908.22081527795,209605.01257335037,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
949,60,RL,65.0,14006,Pave,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002-01-01,2002-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,4,3,PConc,4,3,,0,,0,936,936,5,936,840,0,1776,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,2002-01-01,RFn,2,474,3,3,144,96,0,0,0,0,0,2,2006-01-01,WD,Normal,192500,12.167851432709975,231856.49381278295,187587.31645068835,198674.86569089824,180900.2161334178,177743.40189196885,182050.89910022676,203277.04698811582,170119.89785772323,209471.6590215569,210333.5613495419,219254.5623316537,169942.19953516845,172221.65343929594,177321.89317486083,174873.9718026644,176558.21861350903,179913.82264883327,169331.49421902694,199231.7335432684,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
950,20,RL,78.0,9360,Pave,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972-01-01,2006-01-01,Hip,CompShg,Plywood,Plywood,BrkFace,0.0,3,3,CBlock,3,3,,982,,0,179,1161,3,1381,0,0,1381,1,0,1,1,3,1,4,5,Typ,1,3,Attchd,1972-01-01,RFn,2,676,3,3,0,0,0,0,0,0,0,3,2010-01-01,WD,Normal,197500,12.193493863323313,182466.04765618738,187497.16578693656,185661.13555264717,181854.0157285595,178286.82894767178,182422.8985545343,173896.57234662716,211599.54346241028,171922.23670128323,164883.5264331893,147213.0388465542,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
951,20,RL,60.0,7200,Pave,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950-01-01,2002-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,3,3,,398,,149,317,864,4,864,0,0,864,1,0,1,0,3,1,4,5,Typ,0,4,Detchd,1980-01-01,RFn,2,720,3,3,194,0,0,0,0,0,0,7,2007-01-01,WD,Normal,129000,11.76756768334381,182388.8759624519,188357.71550418506,145089.99745755122,182263.7779857168,179405.30470883314,183417.4467719586,175003.29920658065,171099.37434907316,212305.49422492197,212930.83103073566,148643.92967309544,170721.19331306903,172746.2781777243,179330.3939611063,176932.6384631912,178618.96630297299,181868.28137588763,170856.7826262809,134839.8474490496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
952,20,RH,60.0,7800,Pave,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,1965-01-01,1965-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,3,3,,641,,0,187,828,4,965,0,0,965,1,0,1,0,3,1,3,6,Typ,0,4,Detchd,1979-01-01,Unf,1,300,3,3,421,0,0,0,0,0,0,7,2006-01-01,WD,Abnorml,119900,11.694413341015606,182466.04765618738,147737.28373854829,183340.6072301441,181854.0157285595,178286.82894767178,182422.8985545343,173896.57234662716,168960.11396163498,215087.49394043538,215639.7293194377,147213.0388465542,168800.81863802517,146460.9943187256,177930.18077380542,179588.35526481533,177502.68903864766,180645.18653429346,169442.10236645662,133844.6523712076,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
953,85,RL,60.0,7200,Pave,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972-01-01,2003-01-01,Gable,CompShg,WdShing,HdBoard,BrkFace,0.0,3,4,CBlock,4,3,,660,,0,108,768,4,768,0,0,768,0,1,1,0,2,1,3,5,Typ,0,4,Detchd,1974-01-01,Fin,1,396,3,3,192,0,0,0,0,0,0,4,2009-01-01,WD,Normal,133900,11.804848531679264,152241.9231482512,185758.4611984648,195370.33806856818,179333.25920551605,176587.7967580308,179610.0422730102,142255.31628951008,167806.2815054121,154325.15390507708,163615.5612780045,149050.0543191652,169431.7229251908,171222.55659600082,176152.44902358553,172933.09738792837,175363.73826391206,178533.24392839923,169322.47974861524,132483.46274086222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
954,60,RL,73.0,11075,Pave,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,4,1969-01-01,1969-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,3,CBlock,3,3,,562,,193,29,784,5,1168,800,0,1968,0,1,2,1,4,1,3,7,Min2,1,1,Attchd,1969-01-01,RFn,2,530,3,3,305,189,0,0,0,0,400,9,2008-01-01,WD,Normal,172000,12.05524975579559,235462.46639557104,187497.16578693656,161837.9660422505,181854.0157285595,178286.82894767178,182422.8985545343,206298.35982034856,168960.11396163498,155951.16320340757,159813.83556776508,147213.0388465542,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,184769.92035387093,150449.32936927414,169442.10236645662,199024.493440907,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
955,90,RL,35.0,9400,Pave,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975-01-01,1975-01-01,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,3,3,CBlock,4,4,,945,,0,0,945,3,980,0,0,980,0,2,2,0,4,0,3,4,Typ,0,4,None,1801-01-01,None,0,0,0,0,0,0,0,0,0,0,0,10,2006-01-01,WD,AdjLand,127500,11.755871643580617,137125.33045038118,187587.31645068835,129341.5694231813,180900.2161334178,177743.40189196885,137125.33045038118,140605.8345399022,190604.15873854829,144491.1415926709,169048.1253686738,149705.90633027573,169942.19953516845,147149.56747709657,177321.89317486083,214848.24719755698,176558.21861350903,179913.82264883327,169331.49421902694,108528.71972351744,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
956,90,RH,82.0,7136,Pave,Gtl,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,423.0,3,3,CBlock,4,3,,484,,0,495,979,3,979,979,0,1958,0,0,2,0,4,2,3,8,Typ,0,4,Attchd,1946-01-01,Unf,2,492,3,3,0,0,0,0,0,0,0,8,2007-01-01,WD,Normal,145000,11.884489021402711,135338.94278643656,140375.2915693038,207760.72473202032,182390.85289187043,178583.60913411377,135338.94278643656,203721.46980665775,170831.95883496347,151042.40629733022,151961.00308466726,147693.47573999345,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,200966.59844319642,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
957,160,RM,24.0,1300,Pave,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980-01-01,1980-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,CBlock,4,3,,285,,0,276,561,3,561,668,0,1229,0,0,1,1,2,1,3,5,Typ,1,3,Attchd,1980-01-01,Fin,2,462,3,3,150,0,0,0,0,0,0,5,2009-01-01,WD,Normal,124000,11.728036844587175,142994.4129792416,123686.7360216862,173199.42330279542,182390.85289187043,178583.60913411377,182545.26884017655,203721.46980665775,170831.95883496347,151042.40629733022,151961.00308466726,147693.47573999345,170439.80277871882,172961.08799554026,178304.61558859114,175711.7479320638,177562.818510861,180395.79248117236,169635.87309320696,200966.59844319642,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
958,20,RL,70.0,7420,Pave,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962-01-01,1962-01-01,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,CBlock,3,3,,417,,0,640,1057,3,1057,0,0,1057,0,0,1,0,3,1,3,6,Typ,0,4,Detchd,1977-01-01,Fin,2,576,3,3,0,0,0,0,0,0,0,4,2007-01-01,WD,Normal,132000,11.790557201568507,182466.04765618738,187497.16578693656,137074.06878510257,181854.0157285595,178286.82894767178,182422.8985545343,173896.57234662716,211599.54346241028,146765.00308466723,147461.2604667647,147213.0388465542,168800.81863802517,170744.766171846,177930.18077380542,174413.86578349545,177502.68903864766,180645.18653429346,169442.10236645662,133844.6523712076,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
