Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,zscore,MSSubClass_target_enc,MSZoning_target_enc,Neighborhood_target_enc,Condition1_target_enc,Condition2_target_enc,BldgType_target_enc,HouseStyle_target_enc,RoofStyle_target_enc,Exterior1st_target_enc,Exterior2nd_target_enc,Foundation_target_enc,SaleType_target_enc,SaleCondition_target_enc,LotConfig_target_enc,LandSlope_target_enc,Functional_target_enc,MasVnrType_target_enc,GarageType_target_enc,CentralAir_N,CentralAir_Y,PavedDrive_N,PavedDrive_P,PavedDrive_Y,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,Utilities_AllPub,Utilities_NoSeWa,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall
633,20,RL,85.0,11900,Pave,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977-01-01,1977-01-01,Hip,CompShg,Plywood,Plywood,BrkFace,209,3,4,CBlock,3,3,ALQ,822,Unf,0,564,1386,3,1411,0,0,1411,0,0,2,0,3,1,3,6,Typ,1,3,Attchd,1977-01-01,Fin,2,544,3,3,192,0,0,0,0,0,0,4,2009-01-01,WD,Family,82500,-0.19886468753947978,186530.65479001423,192140.4886905827,188742.60915901655,184934.2195220277,181733.4349959794,186579.96456780235,176621.86426553177,220102.93273072524,177220.37328151194,170642.37582186272,150644.54201427253,173987.6003887277,162358.22976680385,176793.1023585533,180374.6693098701,183946.41354884257,173977.4958446567,203588.0265268703,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
634,20,RL,80.0,9250,Pave,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954-01-01,2005-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,3,CBlock,3,3,BLQ,480,LwQ,468,108,1056,3,1056,0,0,1056,0,1,1,0,3,1,3,6,Typ,0,4,Attchd,1954-01-01,Unf,1,260,3,3,390,0,0,0,0,0,0,7,2007-01-01,WD,Normal,139400,-0.874668483520992,184114.31012750248,190822.63039667328,145185.1761910058,184091.9431636991,180681.53851065293,185778.89631424958,174056.17108050353,170902.793076039,152973.5092752097,149845.79997121033,149175.89220882507,173250.85997574835,175696.38306722682,182859.94490500522,179604.677141225,182392.14794844048,172511.2545927356,203719.14639097417,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
635,90,RL,64.0,6979,Pave,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980-01-01,1980-01-01,Gable,CompShg,Plywood,Plywood,BrkFace,0,3,3,CBlock,3,3,GLQ,1056,Unf,0,0,1056,4,1056,0,0,1056,2,0,0,0,0,2,3,4,Typ,0,4,Detchd,1980-01-01,Unf,2,576,3,3,264,56,0,0,0,0,600,6,2010-01-01,WD,Normal,144000,-0.874668483520992,140160.37131752563,189772.0384814444,130005.92961907775,183624.4474363544,180789.40361355388,140160.37131752563,142417.85392800206,171598.9745324658,177462.26511613568,167994.77996113396,149535.70819401578,173042.95920722766,174398.3419038756,177020.1929190284,179688.108060337,183289.00329243232,172172.48635921977,134033.37213713946,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
636,190,RH,60.0,10896,Pave,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914-01-01,1995-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,0,2,3,CBlock,3,2,LwQ,256,Unf,0,1184,1440,5,1440,1440,515,3395,0,0,2,0,8,2,2,14,Typ,0,4,None,1801-01-01,None,0,0,0,0,0,110,0,0,0,0,0,3,2007-01-01,WD,Abnorml,200000,3.578021879298042,144598.46066678595,145142.75680971978,149797.6634243671,143225.61169611875,181840.14435429464,142448.52480566988,205388.7162780064,214618.50693624382,212956.08887786308,213349.97984493064,151115.43088185362,173156.7749954454,142617.28089685805,178004.31580896085,180150.96165943588,183843.44039975764,173473.4350568672,108283.05366173248,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
637,30,RM,51.0,6120,Pave,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936-01-01,1950-01-01,Gable,CompShg,AsbShng,AsbShng,BrkFace,0,2,2,BrkTil,3,2,Unf,0,Unf,0,264,264,2,800,0,0,800,0,0,1,0,1,1,2,4,Maj1,1,1,None,1801-01-01,None,0,0,0,0,0,0,0,0,0,0,0,1,2009-01-01,ConLw,Normal,60000,-1.3620086856935754,104634.56420242994,128929.311973349,133600.7199152014,183624.4474363544,180789.40361355388,185083.46198713017,177178.97838908725,171598.9745324658,133519.76817558298,136131.97751867093,134973.79491879055,173684.95503734186,174398.3419038756,177020.1929190284,179688.108060337,172078.2162780064,172172.48635921977,111973.39993240692,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
638,190,RM,50.0,6000,Pave,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954-01-01,1954-01-01,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,3,CBlock,3,3,Unf,0,Unf,0,811,811,3,811,576,0,1387,0,0,2,0,3,2,4,7,Typ,0,4,BuiltIn,1954-01-01,Unf,1,256,3,3,0,0,0,0,0,0,0,11,2009-01-01,WD,Normal,93000,-0.24455283149315948,138032.2604647296,128351.31974766144,133176.56416143238,184575.01446514972,180869.57415618957,136707.78221576696,142495.68393386318,170075.5277296531,149608.72652732246,147244.12044056185,150091.7375878606,173756.05450523144,174806.9266139117,176668.45525757904,180044.32093441885,183708.1387975448,173478.0655940962,249780.12461475423,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
639,30,RL,67.0,8777,Pave,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910-01-01,1950-01-01,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,0,3,3,CBlock,2,3,Unf,0,Unf,0,796,796,4,796,0,0,796,0,0,1,0,2,1,3,4,Typ,0,4,None,1801-01-01,None,0,0,0,0,328,0,164,0,0,0,0,5,2008-01-01,WD,Normal,85000,-1.369623376352522,101683.31685132426,192140.4886905827,127619.67429918046,147044.1471574455,181733.4349959794,186579.96456780235,176621.86426553177,172057.78287685383,149343.87548640856,150729.53681142154,150644.54201427253,173987.6003887277,175498.35820721005,176793.1023585533,180374.6693098701,183946.41354884257,173977.4958446567,108155.20850480109,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
640,120,RL,53.0,3982,Pave,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006-01-01,2006-01-01,Hip,CompShg,VinylSd,VinylSd,BrkFace,0,4,3,PConc,4,4,GLQ,1154,Unf,0,366,1520,5,1567,0,0,1567,1,0,2,0,1,1,5,7,Typ,1,4,Attchd,2006-01-01,Fin,3,648,3,3,312,0,0,0,0,0,0,10,2006-01-01,New,Partial,264561,0.09810824815943826,203172.07561264967,191925.80193880785,188945.42976680383,185163.20235761424,181840.14435429464,184671.5270347508,176896.93649462832,214618.50693624382,212956.08887786308,213349.97984493064,223161.76239724827,274717.58830423374,271594.71316354786,178004.31580896085,180150.96165943588,183843.44039975764,173473.4350568672,202740.10370762297,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
641,120,RL,62.0,12677,Pave,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003-01-01,2004-01-01,Hip,CompShg,MetalSd,MetalSd,BrkFace,472,5,3,PConc,5,3,GLQ,1218,Unf,0,300,1518,5,1518,0,0,1518,0,0,1,1,1,1,5,6,Typ,1,4,Attchd,2003-01-01,RFn,2,588,3,3,185,140,0,0,0,0,0,4,2008-01-01,WD,Normal,274000,0.004828287587342209,191783.62459364487,190822.63039667328,300875.36937966774,184091.9431636991,180681.53851065293,176716.91951452257,174056.17108050353,219356.57153482703,149152.2673895285,149289.16340192044,225753.70601036132,173250.85997574835,175696.38306722682,176297.29673116092,179604.677141225,182392.14794844048,172511.2545927356,203719.14639097417,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
642,60,FV,73.5,7050,Pave,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001-01-01,2001-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,4,3,PConc,4,3,GLQ,738,Unf,0,319,1057,5,1057,872,0,1929,1,0,2,1,3,1,4,7,Typ,1,3,Attchd,2001-01-01,Fin,2,650,3,3,0,235,0,0,0,0,0,5,2007-01-01,WD,Normal,226000,0.787237752794107,241643.32197234887,214693.91991520138,224447.09034706952,184091.9431636991,180681.53851065293,185778.89631424958,210198.1701528621,170902.793076039,213616.69244183038,213788.4738497268,225753.70601036132,173250.85997574835,175696.38306722682,176297.29673116092,179604.677141225,182392.14794844048,172511.2545927356,203719.14639097417,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
643,80,RL,75.0,13860,Pave,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972-01-01,1995-01-01,Gable,CompShg,Plywood,Wd Sdng,BrkFace,0,4,3,CBlock,4,3,GLQ,1410,Unf,0,542,1952,4,2000,704,0,2704,1,0,2,1,4,1,5,9,Typ,3,3,Attchd,1972-01-01,Fin,2,538,3,3,269,111,0,0,0,0,0,7,2009-01-01,WD,Normal,345000,2.262584067965014,168265.60398645056,190822.63039667328,145185.1761910058,184091.9431636991,180681.53851065293,185778.89631424958,164648.41843214954,170902.793076039,173238.52205616923,149845.79997121033,149175.89220882507,173250.85997574835,175696.38306722682,176297.29673116092,179604.677141225,182392.14794844048,172511.2545927356,203719.14639097417,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
644,60,RL,80.0,10793,Pave,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969-01-01,1969-01-01,Mansard,CompShg,WdShing,HdBoard,BrkFace,263,3,3,CBlock,3,3,Rec,493,BLQ,287,0,780,5,780,840,0,1620,0,0,2,1,4,1,3,7,Min1,0,4,Attchd,1969-01-01,Fin,2,462,3,3,208,0,0,0,0,0,0,4,2007-01-01,WD,Normal,152000,0.19900289939048094,241643.32197234887,190822.63039667328,186935.4624271262,174951.06381344306,180681.53851065293,185778.89631424958,210198.1701528621,187764.35953360767,152071.86381344308,168306.30372085047,149175.89220882507,173250.85997574835,175696.38306722682,176297.29673116092,179604.677141225,154982.02204948434,172511.2545927356,203719.14639097417,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
645,20,FV,85.0,9187,Pave,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009-01-01,2009-01-01,Gable,CompShg,CemntBd,CmentBd,Stone,162,5,3,PConc,5,3,GLQ,1121,Unf,0,645,1766,5,1766,0,0,1766,1,0,2,1,2,1,5,7,Typ,1,4,Attchd,2009-01-01,Fin,3,478,3,3,195,130,0,0,0,0,0,10,2009-01-01,New,Partial,370878,0.4769391084420324,183872.15971795493,212880.3677738585,219954.06659907356,184575.01446514972,180869.57415618957,185607.41429554246,175418.7227577337,170075.5277296531,229920.28067953992,228006.95284972698,225912.44170630813,275104.79178914364,273770.39995288965,176668.45525757904,180044.32093441885,183708.1387975448,260912.91760133408,201689.24412353052,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
646,20,RL,73.0,10530,Pave,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971-01-01,1971-01-01,Hip,CompShg,Plywood,Plywood,BrkFace,0,3,3,CBlock,3,3,ALQ,282,LwQ,35,664,981,3,981,0,0,981,1,0,1,1,3,1,3,5,Typ,0,4,Detchd,1979-01-01,Unf,2,576,3,3,0,312,40,0,0,0,0,3,2007-01-01,WD,Normal,143250,-1.017443933376241,186530.65479001423,192140.4886905827,146550.84275580788,184934.2195220277,181733.4349959794,186579.96456780235,176621.86426553177,220102.93273072524,177220.37328151194,170642.37582186272,150644.54201427253,173987.6003887277,175498.35820721005,181500.94309787193,180374.6693098701,183946.41354884257,173977.4958446567,135047.24401049083,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
647,20,RL,60.0,7200,Pave,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950-01-01,1950-01-01,Hip,CompShg,MetalSd,MetalSd,BrkFace,0,3,3,CBlock,0,0,None,0,None,0,0,0,4,1048,0,0,1048,0,0,1,0,3,1,3,7,Min1,0,4,Detchd,1950-01-01,Unf,2,420,3,3,0,27,0,0,0,0,0,7,2008-01-01,WD,Normal,98300,-0.8898978648388852,184114.31012750248,190822.63039667328,145185.1761910058,184091.9431636991,180681.53851065293,185778.89631424958,174056.17108050353,219356.57153482703,149152.2673895285,149289.16340192044,149175.89220882507,173250.85997574835,175696.38306722682,176297.29673116092,179604.677141225,154982.02204948434,172511.2545927356,133973.39126272922,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
648,20,RL,85.0,10452,Pave,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953-01-01,1953-01-01,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216,3,3,CBlock,3,3,Rec,500,Unf,0,594,1094,5,1094,0,0,1094,0,0,1,0,3,1,3,5,Typ,2,4,Attchd,1953-01-01,RFn,2,495,3,3,0,0,0,0,287,0,0,6,2008-01-01,WD,Normal,155000,-0.8023289222609992,184114.31012750248,190822.63039667328,129487.83451032192,184091.9431636991,180681.53851065293,185778.89631424958,174056.17108050353,219356.57153482703,152973.5092752097,149845.79997121033,149175.89220882507,173250.85997574835,175696.38306722682,176297.29673116092,179604.677141225,182392.14794844048,256257.93447200066,203719.14639097417,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
649,60,RL,70.0,7700,Pave,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966-01-01,1966-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,351,3,3,CBlock,3,3,Unf,0,Unf,0,756,756,3,1051,788,0,1839,0,0,1,1,4,1,3,7,Typ,1,3,Attchd,1966-01-01,Unf,2,442,3,3,0,124,216,0,0,0,0,6,2010-01-01,WD,Normal,155000,0.6159072129678081,241643.32197234887,190822.63039667328,145185.1761910058,210595.72976680385,180681.53851065293,185778.89631424958,210198.1701528621,170902.793076039,149152.2673895285,149289.16340192044,149175.89220882507,173250.85997574835,175696.38306722682,176297.29673116092,179604.677141225,182392.14794844048,172511.2545927356,203719.14639097417,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
650,180,RM,21.0,1936,Pave,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970-01-01,1970-01-01,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,3,3,CBlock,4,3,BLQ,131,GLQ,499,0,630,4,630,0,0,630,1,0,1,0,1,1,3,3,Typ,0,4,None,1801-01-01,None,0,0,0,0,0,0,0,0,0,0,0,12,2007-01-01,WD,Normal,84500,-1.6856330386988065,134597.04961133972,126431.33112205505,120798.22976680384,184091.9431636991,180681.53851065293,142246.92262127448,144913.98773745686,170902.793076039,223221.54806177918,218230.0691410784,149175.89220882507,173250.85997574835,175696.38306722682,176297.29673116092,179604.677141225,182392.14794844048,172511.2545927356,109038.77993337253,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
651,60,FV,65.0,8125,Pave,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007-01-01,2007-01-01,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,4,3,PConc,4,3,Unf,0,Unf,0,813,813,5,822,843,0,1665,0,0,2,1,3,1,4,7,Typ,0,4,Attchd,2007-01-01,RFn,2,562,3,3,0,0,0,0,0,0,0,5,2008-01-01,WD,Normal,205950,0.28466816930363037,234904.53438134433,207624.15079536976,221490.92696400103,185163.20235761424,181840.14435429464,185765.49400541733,209382.73240476946,173024.94176154427,226514.4739877051,224609.08670445427,223161.76239724827,173156.7749954454,175769.36378286793,178004.31580896085,180150.96165943588,183843.44039975764,173473.4350568672,202740.10370762297,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
652,70,RL,60.0,9084,Pave,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940-01-01,1950-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,3,CBlock,3,3,Unf,0,Unf,0,755,755,3,755,755,0,1510,1,0,1,0,4,1,3,7,Typ,1,4,Detchd,1940-01-01,Unf,1,296,2,1,120,0,0,0,0,0,0,10,2009-01-01,WD,Normal,108000,-0.010401093730551023,164930.5018693348,190260.49364406467,130249.82494700086,143229.66511600168,180869.57415618957,185607.41429554246,210916.23696172572,170075.5277296531,150508.22703138867,151109.1377764395,150091.7375878606,173756.05450523144,174806.9266139117,176668.45525757904,180044.32093441885,183708.1387975448,173478.0655940962,136270.174156742,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
653,60,RL,70.0,8750,Pave,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996-01-01,1996-01-01,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,4,3,PConc,4,3,Unf,0,Unf,0,880,880,5,909,807,0,1716,0,0,2,1,2,1,4,7,Typ,1,3,Attchd,1996-01-01,RFn,2,512,3,3,0,120,0,0,0,0,0,7,2009-01-01,WD,Normal,191000,0.3817554752051997,240153.3508005577,190260.49364406467,198907.637566975,184575.01446514972,180869.57415618957,185607.41429554246,210916.23696172572,170075.5277296531,213178.04756149533,214336.1233714828,225912.44170630813,173756.05450523144,174806.9266139117,176668.45525757904,180044.32093441885,183708.1387975448,173478.0655940962,201689.24412353052,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
654,50,RM,60.0,10320,Pave,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906-01-01,1995-01-01,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,3,CBlock,3,3,Unf,0,Unf,0,756,756,5,756,713,0,1469,0,0,1,0,3,1,3,7,Typ,0,4,Detchd,1906-01-01,Unf,1,216,3,3,57,0,239,0,0,0,0,6,2008-01-01,WD,Normal,135000,-0.08845167298475384,146263.04405776437,128929.311973349,112892.48809811991,183624.4474363544,180789.40361355388,185083.46198713017,144920.19847265727,171598.9745324658,151143.1765102574,151674.15373026632,149535.70819401578,173042.95920722766,174398.3419038756,177020.1929190284,179688.108060337,183289.00329243232,172172.48635921977,134033.37213713946,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
655,20,RL,91.0,10437,Pave,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995-01-01,1995-01-01,Hip,CompShg,MetalSd,MetalSd,BrkFace,660,4,4,PConc,4,3,GLQ,1696,Unf,0,413,2109,5,2113,0,0,2113,1,0,2,1,2,1,4,7,Typ,1,3,Attchd,1995-01-01,Fin,3,839,3,3,236,46,0,0,0,0,0,8,2008-01-01,WD,Normal,350000,1.1375135231056515,185216.1846759538,189772.0384814444,307789.7686042524,183624.4474363544,180789.40361355388,185083.46198713017,177178.97838908725,216884.29135920724,151143.1765102574,151674.15373026632,223999.68052545053,173042.95920722766,174398.3419038756,177020.1929190284,179688.108060337,183289.00329243232,172172.48635921977,202204.7276042004,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
656,160,RM,21.0,1680,Pave,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971-01-01,1971-01-01,Gable,CompShg,HdBoard,ImStucc,BrkFace,381,3,3,CBlock,3,3,Unf,0,Unf,0,525,525,3,525,567,0,1092,0,0,1,1,3,1,3,6,Typ,0,4,Detchd,1971-01-01,Unf,1,264,3,3,0,0,0,0,0,0,0,3,2010-01-01,WD,Family,88000,-0.8061362675904724,143559.7959869819,128351.31974766144,127629.0372085048,184575.01446514972,180869.57415618957,140078.01566673885,210916.23696172572,170075.5277296531,166007.6768175583,251169.50866691608,150091.7375878606,173756.05450523144,159724.54762330768,176668.45525757904,180044.32093441885,183708.1387975448,173478.0655940962,136270.174156742,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
657,20,RL,72.0,10007,Pave,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959-01-01,2006-01-01,Gable,CompShg,HdBoard,HdBoard,BrkFace,54,4,3,CBlock,3,3,ALQ,806,Unf,0,247,1053,5,1053,0,0,1053,1,0,1,1,3,1,4,5,Typ,0,4,Attchd,1959-01-01,RFn,1,312,3,3,0,0,0,0,0,0,0,8,2008-01-01,WD,Normal,145500,-0.880379501515202,185216.1846759538,189772.0384814444,148453.1461282202,183624.4474363544,180789.40361355388,185083.46198713017,177178.97838908725,171598.9745324658,160397.10478789345,165373.06020077315,149535.70819401578,173042.95920722766,174398.3419038756,177020.1929190284,179688.108060337,183289.00329243232,172172.48635921977,202204.7276042004,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
658,70,RL,60.0,7200,Pave,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931-01-01,2000-01-01,Gable,CompShg,Stucco,Wd Shng,BrkFace,0,3,2,BrkTil,4,3,Unf,0,Unf,0,776,776,3,851,651,0,1502,0,0,1,1,3,1,3,6,Typ,1,4,Attchd,1931-01-01,RFn,1,270,3,3,0,0,112,0,0,0,0,2,2008-01-01,WD,Normal,149000,-0.025630475048444255,166664.91843214954,189772.0384814444,209798.34656302392,183624.4474363544,180789.40361355388,185083.46198713017,207719.191607084,171598.9745324658,169312.58381344308,148847.55986674505,134973.79491879055,173042.95920722766,174398.3419038756,177020.1929190284,193789.88563100135,183289.00329243232,172172.48635921977,202204.7276042004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
